MES;FECHA;LÍNEAS DE TRABAJO - COMPONENTE;VERIFICACIÓN;ACCIONES;NOMBRE INSTITUCION/EMPRESA/EVENTO;PUBLICO OBJETIVO;TIPO EMPRESA/INSTITUCION/EVENTO;DIRECCION;COD_COMUNA;COMUNA;BARRIO;TOTAL PERSONAS SENSIBILIZADAS;TOTAL MUJER;TOTAL HOMBRE;MUJER NIÑO (6 a 13 años);MUJER JOVEN (14 a 28 años);MUJER ADULTO (29 a 59 años);MUJER PERSONA MAYOR (60  años y más);MUJER PEATÓN;MUJER MOTOCICLISTA;MUJER CONDUCTOR;MUJER ACOMPAÑANTE Y/O PASAJERO;HOMBRE_JOVEN_(14_A_28_ANOS);HOMBRE ADULTO (29 A 59 ANOS);HOMBRE_PERSONA_MAYOR_(60_ANOS_Y_MÁS);HOMBRE_PEATON;HOMBRE_CICLISTA;HOMBRE_MOTOCICLISTA;HOMBRE_CONDUCTOR;HOMBRE_ACOMPANANTE_ Y/O_ PASAJERO;No. DE PROFESIONALES VINCULADOS;No. DE AUXILIARES VINCULADOS;No. DE PROFESIONALES CONTRATISTAS;No. DE AUXILIARES CONTRATISTAS;NO. HORAS LABORADAS EN ACTIVIDAD
Septiembre;2019-09-29T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Rumba_Segura;Sensibilización Rumba Segura - Palmitas;Actores Viales en General;Secretaría de Movilidad;Cl 20 35 114;50;San_Sebastian_de_Palmitas;Palmitas Sector Central;172;65;107;6;8;44;7;49;49;6;0;10;28;66;10;56;0;32;0;19;0;3;1;0
Septiembre;2019-09-29T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Buen_Comienzo;Plaza Mayor;Niños y Niñas de 6 a 14 Años;Eventos de Ciudad;Cl 41 55 80;10;La_Candelaria;Calle Nueva;1136;638;498;295;51;282;10;638;638;0;0;0;55;165;0;498;0;0;0;0;0;0;1;10
Septiembre;2019-09-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cl 50 80 1;11;Laureles_Estadio;Cuarta Brigada;161;88;73;0;12;63;13;88;88;0;0;0;7;49;16;73;0;0;0;0;0;0;2;4
Septiembre;2019-09-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 48 48 1;10;La_Candelaria;Barrio Colón;148;79;69;0;19;60;0;77;77;0;0;2;11;41;15;47;0;20;0;2;0;0;2;10
Septiembre;2019-09-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad Buen parqueo clinica las vegas poblado;Conductores;Intervención en Vía;Cl 2 Sur 46 55;14;Poblado;Patio Bonito;127;21;106;0;0;18;3;5;5;4;11;1;25;77;4;5;0;49;49;3;0;0;1;5
Septiembre;2019-09-30T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Alcaldía de Medellín;Conductores;Empresas Comercial y/o Servicios;Cl 48 60 71;10;La_Candelaria;Corazòn de Jesús;22;0;22;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;22;0;0;0;1;2
Septiembre;2019-09-30T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Alcaldía de Medellín;Conductores;Empresas Comercial y/o Servicios;Cl 44 52 165;10;La_Candelaria;Calle Nueva;45;0;45;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;45;0;0;0;1;3
Septiembre;2019-09-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaría de Movilidad;Peatones;Sitio Mayor Incidentalidad;Cr 46 47 1;10;La_Candelaria;La Candelaria;337;198;139;3;30;128;37;198;198;0;0;0;35;75;25;139;0;0;0;0;0;0;2;5
Septiembre;2019-09-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Vehiculos;Punto Seguro San Sebastián de Palmita;Motociclistas;Secretaría de Movilidad;Vía al Mar km 36 500;50;San_Sebastian_de_Palmitas;La Aldea;144;37;107;0;32;5;0;0;0;11;0;26;65;42;0;0;0;85;0;22;0;0;1;3
Septiembre;2019-09-30T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Bautista Castilla;Niños y Niñas de 6 a 14 Años;Instituciones Educativas No Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;39;18;21;18;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;2;0;0;3
Septiembre;2019-09-30T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;16;10;6;10;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;3
Octubre;2019-10-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad - EDU;Actores Viales en General;Sitio Buen Parqueo;Cr 49 55 96;10;La_Candelaria;Villa Nueva;157;82;75;0;40;42;0;35;35;45;0;2;36;39;0;23;0;50;1;1;0;0;2;5
Octubre;2019-10-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaria Movilidad Intervencion peatones glorieta monterrey;Peatones;Intervención en Vía;Cr 48 10 1;14;Poblado;Patio Bonito;490;283;207;6;77;163;37;283;283;0;0;0;65;123;16;179;28;0;0;0;0;0;1;7
Octubre;2019-10-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cr 70 A 91 1;5;Castilla;Alfonso López;86;41;45;0;8;30;3;28;28;8;0;5;4;38;3;26;0;11;4;4;0;0;1;6
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Productos Familia;Personal Administrativo ó Gerencial;Empresas Comercial y/o Servicios;Cr 50 8 SUR 117;15;Guayabal;Guayabal;54;7;47;0;0;7;0;7;7;0;0;0;0;47;0;0;0;9;38;0;0;0;1;3
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Estación de Policía Doce de Octubre;Actores Viales en General;Entidades Gubernamentales;Cl 97 73 A 35;6;Doce_de_Octubre;La Esperanza;39;2;37;0;0;2;0;2;2;0;0;0;0;37;0;37;0;0;0;0;0;0;2;0
Octubre;2019-10-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaria de Movilidad;Peatones;Sitio Mayor Incidentalidad;Cl 52 46 1;10;La_Candelaria;La Candelaria;576;340;236;2;76;184;78;340;340;0;0;0;61;110;64;236;0;0;0;0;0;0;2;9
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_SIN_PESV;Taller Formativo Complejos Urbanos y Edificios;Actores Viales en General;Empresas Comercial y/o Servicios;Cl 49 B 64 B 40;11;Laureles_Estadio;Suramericana;20;2;18;0;0;1;1;2;2;0;0;0;0;15;3;13;1;4;0;0;0;0;1;0
Octubre;2019-10-01T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 58;5;Castilla;Caribe;62;9;53;0;5;4;0;0;0;4;5;0;10;36;7;0;0;21;32;0;2;0;0;0
Octubre;2019-10-01T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 58;5;Castilla;Caribe;37;6;31;0;3;3;0;0;0;4;2;0;6;22;3;0;0;13;18;0;2;0;69;0
Octubre;2019-10-01T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 58;5;Castilla;Caribe;69;13;56;0;6;7;0;0;0;8;5;0;16;35;5;0;0;32;24;0;2;0;0;0
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Prados Verdes;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;25;13;12;13;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;2;0;0;3
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;15;4;11;4;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;2;0;0;3
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;37;21;16;21;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;2;0;0;3
Octubre;2019-10-01T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Instituciones_Educativas_Padres_de_Familia;Institucion Educativa Kenedy;Padres de Familia;Instituciones Educativas Oficiales;Cr 83 95 B 40;6;Doce_de_Octubre;Picacho;20;19;1;0;8;10;1;5;5;2;2;10;0;1;0;0;0;0;1;0;0;1;0;0
Octubre;2019-10-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institución Educativa Francisco Miranda;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cr  51 C  79  56;4;Aranjuez;Miranda;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Sensibilizacion_Transporte_Escolar;Secretaria de Movilidad;Actores Viales en General;Intervención en Vía;Cr 54 C 81  F 03;4;Aranjuez;Moravia;84;38;46;0;26;10;2;12;12;21;0;5;31;14;1;14;0;28;4;0;0;0;1;3
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Socializacion de cambios viales;Actores Viales en General;Intervención en Vía;Tv 39 74 B 10;11;Laureles_Estadio;Laureles;361;150;211;0;53;67;30;80;80;23;40;0;37;145;29;119;15;20;55;2;0;0;2;4
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad - EDU;Actores Viales en General;Sitio Buen Parqueo;Cr 49 55 96;10;La_Candelaria;Villa Nueva;190;83;107;1;11;47;24;73;73;10;0;0;18;66;22;65;2;27;10;3;0;0;2;6
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cr 64 C 78 580;5;Castilla;Caribe;509;264;245;0;51;170;43;264;264;0;0;0;31;160;43;245;0;0;0;0;0;0;1;5
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Conductores;Intervención en Vía;Cr 84 45 D 1;12;La_America;La Floresta;54;7;47;0;0;7;0;0;0;0;0;7;0;47;0;0;0;0;47;0;0;0;1;4
Octubre;2019-10-02T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller formativo BRM;Actores Viales en General;Empresas Comercial y/o Servicios;Cl 8 B 65 191;15;Guayabal;Campo Amor;54;38;16;0;29;9;0;12;12;11;7;7;14;2;0;3;2;9;2;0;1;0;1;0
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cl 49 31 1;9;Buenos_Aires;Buenos Aires;300;151;149;4;40;92;15;148;148;2;0;0;28;90;18;144;2;0;3;0;0;0;1;5
Octubre;2019-10-02T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 61;5;Castilla;Caribe;49;5;44;0;3;2;0;0;0;2;3;0;12;29;3;0;0;24;20;0;2;0;0;0
Octubre;2019-10-02T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 61;5;Castilla;Caribe;61;8;53;0;5;3;0;0;0;3;5;0;24;23;6;0;0;21;32;0;2;0;0;0
Octubre;2019-10-02T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C  72 61;5;Castilla;Caribe;62;9;53;0;4;5;0;0;0;6;3;0;9;39;5;0;0;25;28;0;2;0;0;0
Octubre;2019-10-02T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;19;8;11;8;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;2;0;0;3
Octubre;2019-10-02T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;24;11;13;11;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2;0;0;3
Octubre;2019-10-02T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Luis Lopes de Mesa;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;36;18;18;18;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;2;0;0;3
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institución Educativa San Lorenzo de Aburra;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 39 80 84;3;Manrique;El Pomar;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institución Educativa Álvaro Marín Velásco;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 42 A 76 28;3;Manrique;El Raizal;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Colegio Loyola para la Ciencia y la Innovación;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 65 98 A 75;5;Castilla;Castilla;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
Octubre;2019-10-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institución Educativa  Casd Jose Maria Espinosa Prieto;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cl 99 72 192;6;Doce_de_Octubre;Pedregal;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Socialización Cambio Vial;Actores Viales en General;Secretaría de Movilidad;Tv 39 74 B 10;11;Laureles_Estadio;Laureles;55;10;45;0;0;10;0;10;10;0;0;0;0;40;5;45;0;0;0;0;0;0;1;4
Octubre;2019-10-03T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Festival_por_el_Compromiso_Vial;Secretaría de Movilidad;Peatones;Instituciones Educativas No Oficiales;Cq 1 70 1;11;Laureles_Estadio;Bolivariana;122;49;73;3;32;11;3;49;49;0;0;0;32;12;2;73;0;0;0;0;0;0;2;4
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaría de Movilidad;Peatones;Sitio Mayor Incidentalidad;Cr 46 57 1;10;La_Candelaria;Villa Nueva;320;201;119;1;34;124;42;201;201;0;0;0;26;75;17;119;0;0;0;0;0;0;2;6
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaria Movilidad Intervencion peatones cc strada;Peatones;Intervención en Vía;Cr 43 A 1 Sur 150;14;Poblado;Alejandría;142;71;71;0;17;52;2;69;69;0;0;2;16;51;4;52;0;7;9;3;0;0;1;5
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cr 65 79 1;5;Castilla;Caribe;229;136;93;0;14;106;16;134;134;1;0;0;21;71;1;89;2;1;0;1;0;0;1;5
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Intervención Peatones Semáforos  Centro comercial La Central;Peatones;Intervención en Vía;Cl 49 21 38;9;Buenos_Aires;Miraflores;367;201;166;8;80;90;23;201;201;0;0;0;83;52;24;166;0;0;0;0;0;0;1;4
Octubre;2019-10-03T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_de_Transporte_Publico_Colectivo_CON_PESV;Taller formativo Aprendices Conductores Metro Pascual Bravo;Conductores;Entidades Gubernamentales;Cl 73 73 A 226;7;Robledo;Facultad de Minas U. Nacional;38;3;35;0;1;2;0;2;2;1;0;0;8;27;0;0;0;0;35;0;0;0;1;0
Octubre;2019-10-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cl 49 20 B 1;9;Buenos_Aires;Alejandro Echavarría;367;201;166;8;80;90;23;201;201;0;0;0;83;52;24;166;0;0;0;0;0;0;1;4
Octubre;2019-10-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cr 57 48 1;10;La_Candelaria;San Benito;490;272;218;3;42;201;26;272;272;0;0;0;48;147;22;206;5;3;3;1;0;0;2;8
Octubre;2019-10-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaria de Movilidad Punto seguro peatones parque la presidenta;Peatones;Intervención en Vía;Cr 43 A 8 1;14;Poblado;La Florida;247;150;97;0;45;84;21;150;150;0;0;0;13;81;3;90;0;7;0;0;0;0;1;5
Octubre;2019-10-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cr 80 65 1;7;Robledo;Robledo;239;114;125;0;35;76;3;99;99;15;0;0;45;76;3;103;0;22;0;0;0;0;2;6
Octubre;2019-10-04T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Plasmar SA;Personal Administrativo ó Gerencial;Empresas Comercial y/o Servicios;Cr 67 79 B 50;5;Castilla;El Progreso;76;9;67;0;2;7;0;9;9;0;0;0;0;67;0;67;0;0;0;0;0;0;1;5
Octubre;2019-10-04T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Jornada Saludable - Programa MIAS;Peatones;Espacios Sociales;Cr 102 48 E 50;13;San_Javier;El Socorro;28;17;11;15;2;0;0;17;17;0;0;0;1;0;0;11;0;0;0;0;0;0;1;2
Octubre;2019-10-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Rumba_Segura;Secretaría de Salud y Copacos C9;Peatones;Intervención en Vía;Cl 49 33 1;9;Buenos_Aires;Buenos Aires;93;43;50;6;12;20;5;43;43;0;0;0;25;20;0;50;0;0;0;0;0;0;1;3
Octubre;2019-10-06T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Feria de servicios;Actores Viales en General;Apoyo a Eventos Externos;Cr 42 B 110 04;1;Popular;Santo Domingo Savio No.1;176;95;81;82;7;5;1;95;95;0;0;0;8;2;0;81;0;0;0;0;0;0;1;3
Octubre;2019-10-07T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cr 85 A 98 17;6;Doce_de_Octubre;Picachito;86;27;59;0;1;22;4;27;27;0;0;0;20;36;2;38;0;20;1;0;0;0;1;3
Septiembre;2019-09-09T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Empresas_con_PESV;Cruz roja;Empleados;Empresas de Salud;Cr 52 29 A 11;15;Guayabal;Guayabal;180;110;70;0;47;61;2;70;70;11;14;10;19;46;5;37;1;8;19;5;0;0;6;1
Septiembre;2019-09-10T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_SIN_PESV;Taller Formativo Ingeniería Apropiada;Actores Viales en General;Empresas Comercial y/o Servicios;Cl 32 E 80 B 100;16;Belen;Miravalle;22;7;15;0;4;3;0;2;2;3;2;0;4;11;0;2;2;6;5;0;0;0;1;0
Septiembre;2019-09-10T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller Formativo Coomeva;Actores Viales en General;Empresas de Salud;Cr 70 26 A 10;16;Belen;San Bernardo;46;21;25;0;9;12;0;7;7;9;5;0;6;19;0;4;0;13;8;0;1;0;1;0
Septiembre;2019-09-10T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaria Movilidad punto seguro peatones parque la presidenta;Peatones;Intervención en Vía;Cl 9 43 A 1;14;Poblado;La Florida;249;136;113;0;27;94;15;136;136;0;0;0;18;72;21;113;0;0;0;0;0;0;1;6
Septiembre;2019-09-10T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_de_Transporte_Publico_Colectivo_CON_PESV;Terminal de buses Coonatra Calasanz;Conductores;Empresas de Transporte Público Colectivo;Cl 55 99 2;12;La_America;Calasanz;33;0;33;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;33;0;0;0;2;3
Septiembre;2019-09-10T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cr 57 48 1;10;La_Candelaria;San Benito;609;337;272;5;121;168;43;331;331;5;0;0;97;143;28;245;5;21;0;1;0;0;2;8
Septiembre;2019-09-10T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad;Conductores;Sitio Buen Parqueo;Cr 76 28 1;16;Belen;San Bernardo;44;3;41;0;0;3;0;0;0;0;1;2;1;40;0;9;0;3;22;7;0;0;2;4
Septiembre;2019-09-10T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Instituto tecnológico metropolitano - Boston Semana de la Salud;Estudiantes;Instituciones de Educación Superior Pùblicas;Cl 54 30 01;8;Villa_Hermosa;Sucre;98;30;68;0;28;2;0;30;30;0;0;0;53;15;0;68;0;0;0;0;0;0;2;5
Septiembre;2019-09-10T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Club de Vida Aires de mi Barrio;Peatones;Espacios Sociales;Cl 45 D 79 BB 11;12;La_America;Los Pinos;17;16;1;0;0;0;16;16;16;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2
Septiembre;2019-09-10T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Instituciones_Educativas_Padres_de_Familia;Colegio Teresiano;Padres de Familia;Instituciones Educativas No Oficiales;Cl 47 F 89 A 134;12;La_America;Santa Lucía;52;40;12;0;14;23;3;4;4;3;4;29;4;5;3;2;1;2;3;4;0;1;0;0
